stage,multiplier,target,target_gap,rental_income_positive_share_mean,rental_income_positive_share_stdev,active_btl_share_mean,latent_btl_share_mean,btl_stock_fraction_mean,seed_count,seeds
coarse,1.35,0.0752616555661275,0.012217772981744979,0.06304388258438252,0.001481750564484788,0.061877812135156425,0.1011146481009441,0.22224911160466407,4,"1,2,3,4"
coarse,1.4,0.0752616555661275,0.01126387799778683,0.06399777756834067,0.001955292755032404,0.06445488255670855,0.10501284582348445,0.22944818156579677,4,"1,2,3,4"
coarse,1.45,0.0752616555661275,0.007054722977844818,0.06820693258828268,0.0014604285465778326,0.06712778541591957,0.10987908506563422,0.23446678234314272,4,"1,2,3,4"
coarse,1.5,0.0752616555661275,0.005699785942452282,0.06956186962367522,0.001070305939892787,0.06903825047197903,0.11263587342234274,0.23824722376457524,4,"1,2,3,4"
coarse,1.55,0.0752616555661275,0.003127722957351378,0.07213393260877612,0.001954518754476904,0.0709209296235714,0.11666415429790636,0.24344646029983344,4,"1,2,3,4"
coarse,1.6,0.0752616555661275,0.0007118466991605371,0.07454980886696697,0.001093062295553651,0.07378881552634205,0.1220787196872555,0.24659720988339812,4,"1,2,3,4"
coarse,1.65,0.0752616555661275,0.00022133945300099878,0.0750403161131265,0.0024333650004859484,0.07415055513986826,0.12252190352268545,0.24789722376457524,4,"1,2,3,4"
coarse,1.7,0.0752616555661275,0.0024082874231632773,0.07766994298929078,0.0010018106772560576,0.0768302466294461,0.12680795099343098,0.2525538173237091,4,"1,2,3,4"
coarse,1.75,0.0752616555661275,0.006559463265245771,0.08182111883137327,0.000725280606341923,0.08008552324632652,0.1338875687584081,0.25951850360910605,4,"1,2,3,4"
coarse,1.8,0.0752616555661275,0.006615849479493341,0.08187750504562084,0.0012614118342135039,0.08141759082764793,0.13554302672794263,0.25902912270960576,4,"1,2,3,4"
coarse,1.85,0.0752616555661275,0.008761055621665778,0.08402271118779328,0.0023474534876333237,0.083735885187044,0.13959554700611973,0.2631935452526374,4,"1,2,3,4"
coarse,1.9,0.0752616555661275,0.011267532559914667,0.08652918812604217,0.0013145857490419752,0.08525896200489104,0.14244832480788752,0.2672018184342032,4,"1,2,3,4"
coarse,1.95,0.0752616555661275,0.012888640669759033,0.08815029623588654,0.0014697197597761781,0.08730815734419724,0.14721165733072308,0.26919192115491397,4,"1,2,3,4"
coarse,2.0,0.0752616555661275,0.015346245580207932,0.09060790114633543,0.0010840404289140678,0.08978361009371583,0.15056735724983142,0.27388359244863963,4,"1,2,3,4"
fine,1.5,0.0752616555661275,0.005699785942452282,0.06956186962367522,0.001070305939892787,0.06903825047197903,0.11263587342234274,0.23824722376457524,4,"1,2,3,4"
fine,1.505,0.0752616555661275,0.005916711734285943,0.06934494383184156,0.00036938128630068266,0.06930727918415697,0.11265584827142837,0.2386635202665186,4,"1,2,3,4"
fine,1.51,0.0752616555661275,0.005646323762438288,0.06961533180368921,0.001900218252983147,0.06905727255481317,0.11352367432476426,0.23998446696279846,4,"1,2,3,4"
fine,1.515,0.0752616555661275,0.005664572087121109,0.0695970834790064,0.00021362367530638007,0.06900094506016699,0.11319098166656304,0.23914891726818432,4,"1,2,3,4"
fine,1.52,0.0752616555661275,0.0037438997813324243,0.07151775578479508,0.000905215569130054,0.07028933080752763,0.11498214509942832,0.2414130483064964,4,"1,2,3,4"
fine,1.525,0.0752616555661275,0.0045932455877950445,0.07066840997833246,0.00035392253678492825,0.06975383157230075,0.11459330841333482,0.24024582176568574,4,"1,2,3,4"
fine,1.53,0.0752616555661275,0.005269545909274073,0.06999210965685343,0.0015192579877889951,0.06940557129554045,0.11418378729059322,0.2401344947251527,4,"1,2,3,4"
fine,1.535,0.0752616555661275,0.005765979182639339,0.06949567638348816,0.0006859057130028101,0.06996783654061997,0.1148339039536222,0.2380684203220433,4,"1,2,3,4"
fine,1.54,0.0752616555661275,0.004082491667037863,0.07117916389908964,0.0023613215586160865,0.07045080715220071,0.1165661514559253,0.2429317462520822,4,"1,2,3,4"
fine,1.545,0.0752616555661275,0.0052710991887030545,0.06999055637742445,0.0007498069092550376,0.07041322137155998,0.11653032753888481,0.23961819822320934,4,"1,2,3,4"
fine,1.55,0.0752616555661275,0.003127722957351378,0.07213393260877612,0.001954518754476904,0.0709209296235714,0.11666415429790636,0.24344646029983344,4,"1,2,3,4"
fine,1.555,0.0752616555661275,0.003780456216113212,0.07148119935001429,0.0013009096390463695,0.07016758807833107,0.11515034599816276,0.24176867018323153,4,"1,2,3,4"
fine,1.56,0.0752616555661275,0.0038993178604407597,0.07136233770568674,0.0018260119985202845,0.0712680747385125,0.11779811339788916,0.24228584119933372,4,"1,2,3,4"
fine,1.565,0.0752616555661275,0.0028294799301249313,0.07243217563600257,0.0008032184626376472,0.07227318435185509,0.1183932614826836,0.24364952803997778,4,"1,2,3,4"
fine,1.57,0.0752616555661275,0.0033457062139303217,0.07191594935219718,0.0010026412001386943,0.07141205835724243,0.11833108517379502,0.24060653803442533,4,"1,2,3,4"
fine,1.575,0.0752616555661275,0.0018957950798291906,0.07336586048629831,0.0006738858310823551,0.0730536578483143,0.11945882967780386,0.24509251804553026,4,"1,2,3,4"
fine,1.58,0.0752616555661275,0.0023636490672122173,0.07289800649891529,0.0005662716840184111,0.0717893890895379,0.11839003885674937,0.24484046363131592,4,"1,2,3,4"
