Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Local authority,Local authority_reference,Local authority_sort,Local authority_hierarchy,Period,Period_reference,Period_sort,Period_hierarchy,Tenure,Tenure_reference,Tenure_sort,Tenure_hierarchy,Notes
5500,5500,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2006,31/03/2006,1143849599000,,Local Authority (Number),1,1,,
2500,2500,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2006,31/03/2006,1143849599000,,Registered Social Landlord (Number),2,3,,
53000,53000,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2006,31/03/2006,1143849599000,,Owner occupied/Privately rented (Number),3,5,,
60900,60900,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2006,31/03/2006,1143849599000,,All tenures (Number),6,10,,
5400,5400,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2005,31/03/2005,1112313599000,,Local Authority (Number),1,1,,
2500,2500,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2005,31/03/2005,1112313599000,,Registered Social Landlord (Number),2,3,,
52400,52400,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2005,31/03/2005,1112313599000,,Owner occupied/Privately rented (Number),3,5,,
60300,60300,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2005,31/03/2005,1112313599000,,All tenures (Number),6,10,,
5600,5600,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2004,31/03/2004,1080777599000,,Local Authority (Number),1,1,,
2400,2400,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2004,31/03/2004,1080777599000,,Registered Social Landlord (Number),2,3,,
51400,51400,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2004,31/03/2004,1080777599000,,Owner occupied/Privately rented (Number),3,5,,
59500,59500,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2004,31/03/2004,1080777599000,,All tenures (Number),6,10,,
5900,5900,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2003,31/03/2003,1049155199000,,Local Authority (Number),1,1,,
2500,2500,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2003,31/03/2003,1049155199000,,Registered Social Landlord (Number),2,3,,
50400,50400,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2003,31/03/2003,1049155199000,,Owner occupied/Privately rented (Number),3,5,,
58800,58800,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2003,31/03/2003,1049155199000,,All tenures (Number),6,10,,
6000,6000,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2002,31/03/2002,1017619199000,,Local Authority (Number),1,1,,
2600,2600,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2002,31/03/2002,1017619199000,,Registered Social Landlord (Number),2,3,,
49500,49500,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2002,31/03/2002,1017619199000,,Owner occupied/Privately rented (Number),3,5,,
58100,58100,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2002,31/03/2002,1017619199000,,All tenures (Number),6,10,,
6200,6200,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2001,31/03/2001,986083199000,,Local Authority (Number),1,1,,
2500,2500,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2001,31/03/2001,986083199000,,Registered Social Landlord (Number),2,3,,
48700,48700,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2001,31/03/2001,986083199000,,Owner occupied/Privately rented (Number),3,5,,
57400,57400,Dwelling stock estimates,1,1,,Powys,W06000023,23,WXX000003,31/03/2001,31/03/2001,986083199000,,All tenures (Number),6,10,,
25700,25700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2024,31/03/2024,1711929599000,,Local Authority (Number),1,1,,
24400,24400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2024,31/03/2024,1711929599000,,Registered Social Landlord (Number),2,3,,
292800,292800,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2024,31/03/2024,1711929599000,,Owner occupied/Privately rented (Number),3,5,,
246900,246900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2024,31/03/2024,1711929599000,,Owner occupied (Number),4,6,,Provisional
45900,45900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2024,31/03/2024,1711929599000,,Privately rented (Number),5,8,,Provisional
342900,342900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2024,31/03/2024,1711929599000,,All tenures (Number),6,10,,
25600,25600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2023,31/03/2023,1680307199000,,Local Authority (Number),1,1,,
24000,24000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2023,31/03/2023,1680307199000,,Registered Social Landlord (Number),2,3,,
292300,292300,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2023,31/03/2023,1680307199000,,Owner occupied/Privately rented (Number),3,5,,
246500,246500,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2023,31/03/2023,1680307199000,,Owner occupied (Number),4,6,,
45800,45800,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2023,31/03/2023,1680307199000,,Privately rented (Number),5,8,,
342000,342000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2023,31/03/2023,1680307199000,,All tenures (Number),6,10,,
25600,25600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2022,31/03/2022,1648771199000,,Local Authority (Number),1,1,,
24000,24000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2022,31/03/2022,1648771199000,,Registered Social Landlord (Number),2,3,,
291300,291300,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2022,31/03/2022,1648771199000,,Owner occupied/Privately rented (Number),3,5,,
245900,245900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2022,31/03/2022,1648771199000,,Owner occupied (Number),4,6,,
45400,45400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2022,31/03/2022,1648771199000,,Privately rented (Number),5,8,,
340900,340900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2022,31/03/2022,1648771199000,,All tenures (Number),6,10,,
25600,25600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2021,31/03/2021,1617235199000,,Local Authority (Number),1,1,,
23900,23900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2021,31/03/2021,1617235199000,,Registered Social Landlord (Number),2,3,,
290100,290100,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2021,31/03/2021,1617235199000,,Owner occupied/Privately rented (Number),3,5,,
246600,246600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2021,31/03/2021,1617235199000,,Owner occupied (Number),4,6,,
43500,43500,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2021,31/03/2021,1617235199000,,Privately rented (Number),5,8,,
339600,339600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2021,31/03/2021,1617235199000,,All tenures (Number),6,10,,
25500,25500,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2020,31/03/2020,1585699199000,,Local Authority (Number),1,1,,
23400,23400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2020,31/03/2020,1585699199000,,Registered Social Landlord (Number),2,3,,
288500,288500,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2020,31/03/2020,1585699199000,,Owner occupied/Privately rented (Number),3,5,,
244900,244900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2020,31/03/2020,1585699199000,,Owner occupied (Number),4,6,,
43600,43600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2020,31/03/2020,1585699199000,,Privately rented (Number),5,8,,
337400,337400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2020,31/03/2020,1585699199000,,All tenures (Number),6,10,,
25600,25600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2019,31/03/2019,1554076799000,,Local Authority (Number),1,1,,
23100,23100,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2019,31/03/2019,1554076799000,,Registered Social Landlord (Number),2,3,,
286700,286700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2019,31/03/2019,1554076799000,,Owner occupied/Privately rented (Number),3,5,,
242500,242500,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2019,31/03/2019,1554076799000,,Owner occupied (Number),4,6,,
44200,44200,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2019,31/03/2019,1554076799000,,Privately rented (Number),5,8,,
335300,335300,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2019,31/03/2019,1554076799000,,All tenures (Number),6,10,,
25600,25600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2018,31/03/2018,1522540799000,,Local Authority (Number),1,1,,
22700,22700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2018,31/03/2018,1522540799000,,Registered Social Landlord (Number),2,3,,
284900,284900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2018,31/03/2018,1522540799000,,Owner occupied/Privately rented (Number),3,5,,
240600,240600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2018,31/03/2018,1522540799000,,Owner occupied (Number),4,6,,
44300,44300,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2018,31/03/2018,1522540799000,,Privately rented (Number),5,8,,
333100,333100,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2018,31/03/2018,1522540799000,,All tenures (Number),6,10,,
25600,25600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2017,31/03/2017,1491004799000,,Local Authority (Number),1,1,,
22500,22500,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2017,31/03/2017,1491004799000,,Registered Social Landlord (Number),2,3,,
282800,282800,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2017,31/03/2017,1491004799000,,Owner occupied/Privately rented (Number),3,5,,
238000,238000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2017,31/03/2017,1491004799000,,Owner occupied (Number),4,6,,
44900,44900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2017,31/03/2017,1491004799000,,Privately rented (Number),5,8,,
330900,330900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2017,31/03/2017,1491004799000,,All tenures (Number),6,10,,
25600,25600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2016,31/03/2016,1459468799000,,Local Authority (Number),1,1,,
22300,22300,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2016,31/03/2016,1459468799000,,Registered Social Landlord (Number),2,3,,
280800,280800,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2016,31/03/2016,1459468799000,,Owner occupied/Privately rented (Number),3,5,,
235200,235200,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2016,31/03/2016,1459468799000,,Owner occupied (Number),4,6,,
45600,45600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2016,31/03/2016,1459468799000,,Privately rented (Number),5,8,,
328700,328700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2016,31/03/2016,1459468799000,,All tenures (Number),6,10,,
25900,25900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2015,31/03/2015,1427846399000,,Local Authority (Number),1,1,,
22200,22200,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2015,31/03/2015,1427846399000,,Registered Social Landlord (Number),2,3,,
278600,278600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2015,31/03/2015,1427846399000,,Owner occupied/Privately rented (Number),3,5,,
232900,232900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2015,31/03/2015,1427846399000,,Owner occupied (Number),4,6,,
45600,45600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2015,31/03/2015,1427846399000,,Privately rented (Number),5,8,,
326600,326600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2015,31/03/2015,1427846399000,,All tenures (Number),6,10,,
26000,26000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2014,31/03/2014,1396310399000,,Local Authority (Number),1,1,,
21900,21900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2014,31/03/2014,1396310399000,,Registered Social Landlord (Number),2,3,,
276800,276800,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2014,31/03/2014,1396310399000,,Owner occupied/Privately rented (Number),3,5,,
232200,232200,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2014,31/03/2014,1396310399000,,Owner occupied (Number),4,6,,
44600,44600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2014,31/03/2014,1396310399000,,Privately rented (Number),5,8,,
324700,324700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2014,31/03/2014,1396310399000,,All tenures (Number),6,10,,
26000,26000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2013,31/03/2013,1364774399000,,Local Authority (Number),1,1,,
21700,21700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2013,31/03/2013,1364774399000,,Registered Social Landlord (Number),2,3,,
275000,275000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2013,31/03/2013,1364774399000,,Owner occupied/Privately rented (Number),3,5,,
231700,231700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2013,31/03/2013,1364774399000,,Owner occupied (Number),4,6,,
43300,43300,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2013,31/03/2013,1364774399000,,Privately rented (Number),5,8,,
322700,322700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2013,31/03/2013,1364774399000,,All tenures (Number),6,10,,
26000,26000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2012,31/03/2012,1333238399000,,Local Authority (Number),1,1,,
21600,21600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2012,31/03/2012,1333238399000,,Registered Social Landlord (Number),2,3,,
273100,273100,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2012,31/03/2012,1333238399000,,Owner occupied/Privately rented (Number),3,5,,
231500,231500,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2012,31/03/2012,1333238399000,,Owner occupied (Number),4,6,,
41600,41600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2012,31/03/2012,1333238399000,,Privately rented (Number),5,8,,
320700,320700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2012,31/03/2012,1333238399000,,All tenures (Number),6,10,,
26000,26000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2011,31/03/2011,1301615999000,,Local Authority (Number),1,1,,
21300,21300,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2011,31/03/2011,1301615999000,,Registered Social Landlord (Number),2,3,,
271400,271400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2011,31/03/2011,1301615999000,,Owner occupied/Privately rented (Number),3,5,,
318700,318700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2011,31/03/2011,1301615999000,,All tenures (Number),6,10,,
32600,32600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2010,31/03/2010,1270079999000,,Local Authority (Number),1,1,,
14700,14700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2010,31/03/2010,1270079999000,,Registered Social Landlord (Number),2,3,,
269700,269700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2010,31/03/2010,1270079999000,,Owner occupied/Privately rented (Number),3,5,,
316900,316900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2010,31/03/2010,1270079999000,,All tenures (Number),6,10,,
32600,32600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2009,31/03/2009,1238543999000,,Local Authority (Number),1,1,,
14600,14600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2009,31/03/2009,1238543999000,,Registered Social Landlord (Number),2,3,,
268000,268000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2009,31/03/2009,1238543999000,,Owner occupied/Privately rented (Number),3,5,,
315200,315200,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2009,31/03/2009,1238543999000,,All tenures (Number),6,10,,
36400,36400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2008,31/03/2008,1207007999000,,Local Authority (Number),1,1,,
10600,10600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2008,31/03/2008,1207007999000,,Registered Social Landlord (Number),2,3,,
266300,266300,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2008,31/03/2008,1207007999000,,Owner occupied/Privately rented (Number),3,5,,
313300,313300,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2008,31/03/2008,1207007999000,,All tenures (Number),6,10,,
36600,36600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2007,31/03/2007,1175385599000,,Local Authority (Number),1,1,,
10500,10500,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2007,31/03/2007,1175385599000,,Registered Social Landlord (Number),2,3,,
263600,263600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2007,31/03/2007,1175385599000,,Owner occupied/Privately rented (Number),3,5,,
310700,310700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2007,31/03/2007,1175385599000,,All tenures (Number),6,10,,
36800,36800,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2006,31/03/2006,1143849599000,,Local Authority (Number),1,1,,
10400,10400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2006,31/03/2006,1143849599000,,Registered Social Landlord (Number),2,3,,
261100,261100,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2006,31/03/2006,1143849599000,,Owner occupied/Privately rented (Number),3,5,,
308400,308400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2006,31/03/2006,1143849599000,,All tenures (Number),6,10,,
37400,37400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2005,31/03/2005,1112313599000,,Local Authority (Number),1,1,,
10300,10300,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2005,31/03/2005,1112313599000,,Registered Social Landlord (Number),2,3,,
258800,258800,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2005,31/03/2005,1112313599000,,Owner occupied/Privately rented (Number),3,5,,
306400,306400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2005,31/03/2005,1112313599000,,All tenures (Number),6,10,,
38000,38000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2004,31/03/2004,1080777599000,,Local Authority (Number),1,1,,
10200,10200,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2004,31/03/2004,1080777599000,,Registered Social Landlord (Number),2,3,,
256000,256000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2004,31/03/2004,1080777599000,,Owner occupied/Privately rented (Number),3,5,,
304100,304100,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2004,31/03/2004,1080777599000,,All tenures (Number),6,10,,
40200,40200,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2003,31/03/2003,1049155199000,,Local Authority (Number),1,1,,
10100,10100,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2003,31/03/2003,1049155199000,,Registered Social Landlord (Number),2,3,,
251700,251700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2003,31/03/2003,1049155199000,,Owner occupied/Privately rented (Number),3,5,,
302000,302000,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2003,31/03/2003,1049155199000,,All tenures (Number),6,10,,
41600,41600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2002,31/03/2002,1017619199000,,Local Authority (Number),1,1,,
9700,9700,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2002,31/03/2002,1017619199000,,Registered Social Landlord (Number),2,3,,
248600,248600,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2002,31/03/2002,1017619199000,,Owner occupied/Privately rented (Number),3,5,,
299900,299900,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2002,31/03/2002,1017619199000,,All tenures (Number),6,10,,
42500,42500,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2001,31/03/2001,986083199000,,Local Authority (Number),1,1,,
9400,9400,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2001,31/03/2001,986083199000,,Registered Social Landlord (Number),2,3,,
246200,246200,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2001,31/03/2001,986083199000,,Owner occupied/Privately rented (Number),3,5,,
298200,298200,Dwelling stock estimates,1,1,,North Wales,WXX000001,24,W92000004,31/03/2001,31/03/2001,986083199000,,All tenures (Number),6,10,,
34300,34300,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2024,31/03/2024,1711929599000,,Local Authority (Number),1,1,,
34700,34700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2024,31/03/2024,1711929599000,,Registered Social Landlord (Number),2,3,,
372700,372700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2024,31/03/2024,1711929599000,,Owner occupied/Privately rented (Number),3,5,,
316200,316200,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2024,31/03/2024,1711929599000,,Owner occupied (Number),4,6,,Provisional
56500,56500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2024,31/03/2024,1711929599000,,Privately rented (Number),5,8,,Provisional
441700,441700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2024,31/03/2024,1711929599000,,All tenures (Number),6,10,,
34100,34100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2023,31/03/2023,1680307199000,,Local Authority (Number),1,1,,
34200,34200,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2023,31/03/2023,1680307199000,,Registered Social Landlord (Number),2,3,,
372600,372600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2023,31/03/2023,1680307199000,,Owner occupied/Privately rented (Number),3,5,,
316200,316200,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2023,31/03/2023,1680307199000,,Owner occupied (Number),4,6,,
56500,56500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2023,31/03/2023,1680307199000,,Privately rented (Number),5,8,,
440900,440900,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2023,31/03/2023,1680307199000,,All tenures (Number),6,10,,
33700,33700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2022,31/03/2022,1648771199000,,Local Authority (Number),1,1,,
33800,33800,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2022,31/03/2022,1648771199000,,Registered Social Landlord (Number),2,3,,
372100,372100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2022,31/03/2022,1648771199000,,Owner occupied/Privately rented (Number),3,5,,
313900,313900,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2022,31/03/2022,1648771199000,,Owner occupied (Number),4,6,,
58100,58100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2022,31/03/2022,1648771199000,,Privately rented (Number),5,8,,
439600,439600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2022,31/03/2022,1648771199000,,All tenures (Number),6,10,,
33600,33600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2021,31/03/2021,1617235199000,,Local Authority (Number),1,1,,
33400,33400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2021,31/03/2021,1617235199000,,Registered Social Landlord (Number),2,3,,
371300,371300,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2021,31/03/2021,1617235199000,,Owner occupied/Privately rented (Number),3,5,,
311400,311400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2021,31/03/2021,1617235199000,,Owner occupied (Number),4,6,,
60000,60000,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2021,31/03/2021,1617235199000,,Privately rented (Number),5,8,,
438300,438300,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2021,31/03/2021,1617235199000,,All tenures (Number),6,10,,
33600,33600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2020,31/03/2020,1585699199000,,Local Authority (Number),1,1,,
32700,32700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2020,31/03/2020,1585699199000,,Registered Social Landlord (Number),2,3,,
370400,370400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2020,31/03/2020,1585699199000,,Owner occupied/Privately rented (Number),3,5,,
311100,311100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2020,31/03/2020,1585699199000,,Owner occupied (Number),4,6,,
59300,59300,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2020,31/03/2020,1585699199000,,Privately rented (Number),5,8,,
