Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Local authority,Local authority_reference,Local authority_sort,Local authority_hierarchy,Period,Period_reference,Period_sort,Period_hierarchy,Tenure,Tenure_reference,Tenure_sort,Tenure_hierarchy,Notes
3000,3000,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2021,31/03/2021,1617235199000,,Registered Social Landlord (Number),2,3,,
60300,60300,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2021,31/03/2021,1617235199000,,Owner occupied/Privately rented (Number),3,5,,
53500,53500,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2021,31/03/2021,1617235199000,,Owner occupied (Number),4,6,,
6800,6800,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2021,31/03/2021,1617235199000,,Privately rented (Number),5,8,,
70600,70600,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2021,31/03/2021,1617235199000,,All tenures (Number),6,10,,
7300,7300,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2020,31/03/2020,1585699199000,,Local Authority (Number),1,1,,
2900,2900,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2020,31/03/2020,1585699199000,,Registered Social Landlord (Number),2,3,,
59900,59900,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2020,31/03/2020,1585699199000,,Owner occupied/Privately rented (Number),3,5,,
52900,52900,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2020,31/03/2020,1585699199000,,Owner occupied (Number),4,6,,
6900,6900,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2020,31/03/2020,1585699199000,,Privately rented (Number),5,8,,
70000,70000,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2020,31/03/2020,1585699199000,,All tenures (Number),6,10,,
7200,7200,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2019,31/03/2019,1554076799000,,Local Authority (Number),1,1,,
2800,2800,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2019,31/03/2019,1554076799000,,Registered Social Landlord (Number),2,3,,
59500,59500,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2019,31/03/2019,1554076799000,,Owner occupied/Privately rented (Number),3,5,,
52300,52300,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2019,31/03/2019,1554076799000,,Owner occupied (Number),4,6,,
7200,7200,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2019,31/03/2019,1554076799000,,Privately rented (Number),5,8,,
69500,69500,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2019,31/03/2019,1554076799000,,All tenures (Number),6,10,,
7200,7200,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2018,31/03/2018,1522540799000,,Local Authority (Number),1,1,,
2700,2700,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2018,31/03/2018,1522540799000,,Registered Social Landlord (Number),2,3,,
59100,59100,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2018,31/03/2018,1522540799000,,Owner occupied/Privately rented (Number),3,5,,
51600,51600,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2018,31/03/2018,1522540799000,,Owner occupied (Number),4,6,,
7400,7400,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2018,31/03/2018,1522540799000,,Privately rented (Number),5,8,,
69000,69000,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2018,31/03/2018,1522540799000,,All tenures (Number),6,10,,
7200,7200,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2017,31/03/2017,1491004799000,,Local Authority (Number),1,1,,
2600,2600,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2017,31/03/2017,1491004799000,,Registered Social Landlord (Number),2,3,,
58700,58700,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2017,31/03/2017,1491004799000,,Owner occupied/Privately rented (Number),3,5,,
50900,50900,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2017,31/03/2017,1491004799000,,Owner occupied (Number),4,6,,
7700,7700,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2017,31/03/2017,1491004799000,,Privately rented (Number),5,8,,
68400,68400,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2017,31/03/2017,1491004799000,,All tenures (Number),6,10,,
7200,7200,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2016,31/03/2016,1459468799000,,Local Authority (Number),1,1,,
2500,2500,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2016,31/03/2016,1459468799000,,Registered Social Landlord (Number),2,3,,
58100,58100,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2016,31/03/2016,1459468799000,,Owner occupied/Privately rented (Number),3,5,,
50200,50200,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2016,31/03/2016,1459468799000,,Owner occupied (Number),4,6,,
8000,8000,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2016,31/03/2016,1459468799000,,Privately rented (Number),5,8,,
67800,67800,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2016,31/03/2016,1459468799000,,All tenures (Number),6,10,,
7400,7400,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2015,31/03/2015,1427846399000,,Local Authority (Number),1,1,,
2500,2500,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2015,31/03/2015,1427846399000,,Registered Social Landlord (Number),2,3,,
57400,57400,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2015,31/03/2015,1427846399000,,Owner occupied/Privately rented (Number),3,5,,
49400,49400,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2015,31/03/2015,1427846399000,,Owner occupied (Number),4,6,,
8000,8000,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2015,31/03/2015,1427846399000,,Privately rented (Number),5,8,,
67300,67300,Dwelling stock estimates,1,1,,Flintshire,W06000005,6,WXX000001,31/03/2015,31/03/2015,1427846399000,,All tenures (Number),6,10,,
